gameId,year,round,date,venue,startTime,attendance,homeTeam,homeTeamScore,awayTeam,awayTeamScore,rainfall
2019R1403,2019,R14,22-Jun-2019,M.C.G.,1:45 PM,20211,Melbourne,85,Fremantle,71,1.8
2019R1404,2019,R14,22-Jun-2019,Docklands,4:35 PM,22885,St Kilda,59,Brisbane Lions,115,1.8
2019R1405,2019,R14,22-Jun-2019,Adelaide Oval,7:10 PM,37726,Port Adelaide,67,Geelong,56,0.0
2019R1406,2019,R14,23-Jun-2019,Docklands,3:20 PM,39836,Western Bulldogs,73,Collingwood,82,0.0
2019R1501,2019,R15,27-Jun-2019,Docklands,7:20 PM,25195,Essendon,77,Greater Western Sydney,71,0.0
2019R1502,2019,R15,28-Jun-2019,Kardinia Park,7:50 PM,28108,Geelong,96,Adelaide,69,0.0
2019R1503,2019,R15,29-Jun-2019,M.C.G.,1:45 PM,31895,Hawthorn,71,West Coast,77,1.2
2019R1504,2019,R15,29-Jun-2019,S.C.G.,4:35 PM,26194,Sydney,93,Gold Coast,51,0.0
2019R1505,2019,R15,29-Jun-2019,Docklands,7:25 PM,38801,Collingwood,37,North Melbourne,81,1.2
2019R1506,2019,R15,29-Jun-2019,Adelaide Oval,7:10 PM,25623,Port Adelaide,41,Western Bulldogs,66,13.0
2019R1507,2019,R15,30-Jun-2019,Docklands,1:10 PM,40962,St Kilda,70,Richmond,103,7.2
2019R1508,2019,R15,30-Jun-2019,Gabba,3:20 PM,24809,Brisbane Lions,107,Melbourne,74,0.6
2019R1509,2019,R15,30-Jun-2019,Perth Stadium,3:20 PM,37293,Fremantle,75,Carlton,79,0.4
2019R1601,2019,R16,05-Jul-2019,M.C.G.,7:50 PM,66407,Hawthorn,67,Collingwood,63,0.0
2019R1602,2019,R16,06-Jul-2019,M.C.G.,1:45 PM,60199,Essendon,76,Sydney,66,0.4
2019R1603,2019,R16,06-Jul-2019,Carrara,2:10 PM,16031,Gold Coast,58,Richmond,150,3.2
2019R1604,2019,R16,06-Jul-2019,Adelaide Oval,4:05 PM,50544,Adelaide,44,Port Adelaide,101,0.0
2019R1605,2019,R16,06-Jul-2019,Docklands,7:25 PM,35641,Western Bulldogs,71,Geelong,55,0.4
2019R1606,2019,R16,06-Jul-2019,Perth Stadium,6:10 PM,56358,Fremantle,31,West Coast,122,11.2
2019R1607,2019,R16,07-Jul-2019,M.C.G.,1:10 PM,55593,Carlton,100,Melbourne,105,0.0
2019R1608,2019,R16,07-Jul-2019,Bellerive Oval,3:20 PM,10696,North Melbourne,112,St Kilda,73,0.0
2019R1609,2019,R16,07-Jul-2019,Sydney Showground,4:40 PM,12268,Greater Western Sydney,74,Brisbane Lions,94,0.0
2019R1701,2019,R17,12-Jul-2019,Perth Stadium,6:10 PM,56251,West Coast,77,Collingwood,78,0.0
2019R1702,2019,R17,13-Jul-2019,S.C.G.,1:45 PM,32570,Sydney,62,Carlton,69,0.0
2019R1703,2019,R17,13-Jul-2019,York Park,2:10 PM,13006,Hawthorn,84,Fremantle,53,0.8
2019R1704,2019,R17,13-Jul-2019,Docklands,4:35 PM,45682,Essendon,86,North Melbourne,81,3.0
2019R1705,2019,R17,13-Jul-2019,Carrara,7:25 PM,8741,Gold Coast,56,Adelaide,151,0.0
2019R1706,2019,R17,13-Jul-2019,Kardinia Park,7:25 PM,24035,Geelong,84,St Kilda,57,3.2
2019R1707,2019,R17,14-Jul-2019,M.C.G.,1:10 PM,38986,Richmond,94,Greater Western Sydney,67,1.4
2019R1708,2019,R17,14-Jul-2019,Docklands,3:20 PM,26781,Western Bulldogs,74,Melbourne,66,1.4
2019R1709,2019,R17,14-Jul-2019,Adelaide Oval,4:10 PM,33118,Port Adelaide,49,Brisbane Lions,97,3.6
2019R1801,2019,R18,19-Jul-2019,Adelaide Oval,7:20 PM,47735,Adelaide,75,Essendon,96,0.0
2019R1802,2019,R18,20-Jul-2019,M.C.G.,1:45 PM,41642,Richmond,101,Port Adelaide,63,0.0
2019R1803,2019,R18,20-Jul-2019,Docklands,2:10 PM,31765,Carlton,99,Gold Coast,75,0.0
2019R1804,2019,R18,20-Jul-2019,Sydney Showground,4:35 PM,15467,Greater Western Sydney,122,Collingwood,75,0.0
2019R1805,2019,R18,20-Jul-2019,Gabba,7:25 PM,23833,Brisbane Lions,87,North Melbourne,75,0.0
2019R1806,2019,R18,20-Jul-2019,Perth Stadium,6:10 PM,33594,Fremantle,52,Sydney,51,13.2
2019R1807,2019,R18,21-Jul-2019,M.C.G.,1:10 PM,53636,Geelong,61,Hawthorn,85,0.0
2019R1808,2019,R18,21-Jul-2019,Traeger Park,2:50 PM,7164,Melbourne,78,West Coast,91,0.0
2019R1809,2019,R18,21-Jul-2019,Docklands,4:40 PM,21705,St Kilda,116,Western Bulldogs,89,0.0
2019R1901,2019,R19,26-Jul-2019,M.C.G.,7:50 PM,78722,Collingwood,66,Richmond,98,0.0
2019R1902,2019,R19,27-Jul-2019,York Park,1:45 PM,15157,Hawthorn,60,Brisbane Lions,87,0.2
2019R1903,2019,R19,27-Jul-2019,M.C.G.,2:10 PM,38369,Carlton,87,Adelaide,60,8.0
2019R1904,2019,R19,27-Jul-2019,Perth Stadium,2:35 PM,54376,West Coast,121,North Melbourne,72,10.4
2019R1905,2019,R19,27-Jul-2019,Docklands,7:25 PM,22854,St Kilda,104,Melbourne,85,8.0
2019R1906,2019,R19,27-Jul-2019,Adelaide Oval,7:10 PM,27591,Port Adelaide,55,Greater Western Sydney,56,0.0
2019R1907,2019,R19,28-Jul-2019,Docklands,1:10 PM,21181,Western Bulldogs,113,Fremantle,66,2.0
2019R1908,2019,R19,28-Jul-2019,S.C.G.,3:20 PM,32911,Sydney,80,Geelong,107,0.0
2019R1909,2019,R19,28-Jul-2019,Carrara,4:40 PM,15759,Gold Coast,96,Essendon,106,0.0
2019R2001,2019,R20,02-Aug-2019,Docklands,7:50 PM,33226,North Melbourne,86,Hawthorn,64,0.6
2019R2002,2019,R20,03-Aug-2019,Docklands,1:45 PM,42940,Essendon,67,Port Adelaide,126,0.2
2019R2003,2019,R20,03-Aug-2019,Sydney Showground,2:10 PM,16116,Greater Western Sydney,83,Sydney,81,0.0
2019R2004,2019,R20,03-Aug-2019,Perth Stadium,2:35 PM,36310,Fremantle,95,Geelong,61,0.0
2019R2005,2019,R20,03-Aug-2019,M.C.G.,7:25 PM,37254,Melbourne,60,Richmond,93,0.2
2019R2006,2019,R20,03-Aug-2019,Adelaide Oval,7:10 PM,39984,Adelaide,92,St Kilda,70,0.0
2019R2007,2019,R20,04-Aug-2019,M.C.G.,1:10 PM,33577,Collingwood,120,Gold Coast,51,1.2
2019R2008,2019,R20,04-Aug-2019,Docklands,3:20 PM,32802,Carlton,75,West Coast,99,1.2
2019R2009,2019,R20,04-Aug-2019,Gabba,4:40 PM,25831,Brisbane Lions,98,Western Bulldogs,80,0.0
2019R2101,2019,R21,09-Aug-2019,Manuka Oval,7:50 PM,11741,Greater Western Sydney,29,Hawthorn,85,0.0
2019R2102,2019,R21,10-Aug-2019,M.C.G.,1:45 PM,31903,Melbourne,53,Collingwood,70,4.8
2019R2103,2019,R21,10-Aug-2019,Adelaide Oval,1:40 PM,29568,Port Adelaide,103,Sydney,56,5.8
2019R2104,2019,R21,10-Aug-2019,Gabba,4:35 PM,22530,Brisbane Lions,144,Gold Coast,53,0.0
2019R2105,2019,R21,10-Aug-2019,Docklands,7:25 PM,41816,Essendon,33,Western Bulldogs,137,4.8
2019R2106,2019,R21,10-Aug-2019,Kardinia Park,7:25 PM,21664,Geelong,69,North Melbourne,14,5.6
2019R2107,2019,R21,11-Aug-2019,Docklands,1:10 PM,17715,St Kilda,72,Fremantle,69,6.8
2019R2108,2019,R21,11-Aug-2019,M.C.G.,3:20 PM,51039,Richmond,73,Carlton,45,6.8
2019R2109,2019,R21,11-Aug-2019,Perth Stadium,3:20 PM,54994,West Coast,90,Adelaide,80,0.0
2019R2201,2019,R22,16-Aug-2019,M.C.G.,7:50 PM,23700,Melbourne,42,Sydney,95,0.4
2019R2202,2019,R22,17-Aug-2019,M.C.G.,1:45 PM,51786,Carlton,78,St Kilda,68,4.0
2019R2203,2019,R22,17-Aug-2019,Gabba,2:10 PM,35608,Brisbane Lions,75,Geelong,74,0.0
2019R2204,2019,R22,17-Aug-2019,Adelaide Oval,4:05 PM,48175,Adelaide,48,Collingwood,114,0.0
2019R2205,2019,R22,17-Aug-2019,Docklands,7:25 PM,17063,North Melbourne,144,Port Adelaide,58,4.0
2019R2206,2019,R22,17-Aug-2019,Perth Stadium,6:10 PM,47833,Fremantle,55,Essendon,87,26.6
2019R2207,2019,R22,18-Aug-2019,M.C.G.,1:10 PM,57415,Richmond,88,West Coast,82,0.1
2019R2208,2019,R22,18-Aug-2019,Sydney Showground,3:20 PM,10139,Greater Western Sydney,65,Western Bulldogs,126,0.0
2019R2209,2019,R22,18-Aug-2019,Docklands,4:40 PM,31331,Hawthorn,118,Gold Coast,48,0.1
2019R2301,2019,R23,23-Aug-2019,M.C.G.,7:50 PM,85405,Collingwood,76,Essendon,65,0.0
2019R2302,2019,R23,24-Aug-2019,S.C.G.,1:45 PM,33722,Sydney,109,St Kilda,64,0.0
2019R2303,2019,R23,24-Aug-2019,Bellerive Oval,2:10 PM,8202,North Melbourne,88,Melbourne,83,0.0
2019R2304,2019,R23,24-Aug-2019,Kardinia Park,4:35 PM,31669,Geelong,129,Carlton,61,0.0
2019R2305,2019,R23,24-Aug-2019,Carrara,7:25 PM,7610,Gold Coast,55,Greater Western Sydney,127,0.0
2019R2306,2019,R23,24-Aug-2019,Perth Stadium,6:10 PM,55859,West Coast,67,Hawthorn,105,0.2
2019R2307,2019,R23,25-Aug-2019,Eureka Stadium,1:10 PM,9560,Western Bulldogs,121,Adelaide,87,0.8
2019R2308,2019,R23,25-Aug-2019,M.C.G.,3:20 PM,76995,Richmond,82,Brisbane Lions,55,1.2
2019R2309,2019,R23,25-Aug-2019,Adelaide Oval,4:10 PM,27504,Port Adelaide,110,Fremantle,67,0.0
2019EF01,2019,EF,05-Sep-2019,Perth Stadium,6:10 PM,59216,West Coast,116,Essendon,61,0.0
2019QF01,2019,QF,06-Sep-2019,M.C.G.,7:50 PM,93436,Geelong,51,Collingwood,61,3.0
2019EF02,2019,EF,07-Sep-2019,Sydney Showground,3:20 PM,19218,Greater Western Sydney,113,Western Bulldogs,55,0.4
2019QF02,2019,QF,07-Sep-2019,Gabba,7:25 PM,37478,Brisbane Lions,65,Richmond,112,0.0
2019SF01,2019,SF,13-Sep-2019,M.C.G.,7:50 PM,51813,Geelong,88,West Coast,68,0.0
2019SF02,2019,SF,14-Sep-2019,Gabba,7:25 PM,30034,Brisbane Lions,80,Greater Western Sydney,83,0.0
2019PF01,2019,PF,20-Sep-2019,M.C.G.,7:50 PM,94423,Richmond,85,Geelong,66,0.0
2019PF02,2019,PF,21-Sep-2019,M.C.G.,4:35 PM,77828,Collingwood,52,Greater Western Sydney,56,0.2
2019GF01,2019,GF,28-Sep-2019,M.C.G.,2:30 PM,100014,Richmond,114,Greater Western Sydney,25,0.0
2018R101,2018,R1,22-Mar-2018,M.C.G.,7:25 PM,90151,Richmond,121,Carlton,95,0.0
2018R102,2018,R1,23-Mar-2018,Docklands,7:50 PM,43016,Essendon,99,Adelaide,87,0.0
2018R103,2018,R1,24-Mar-2018,Docklands,3:35 PM,23731,St Kilda,107,Brisbane Lions,82,0.6
2018R104,2018,R1,24-Mar-2018,Adelaide Oval,4:05 PM,38324,Port Adelaide,110,Fremantle,60,0.0
2018R105,2018,R1,24-Mar-2018,Cazaly's Stadium,6:25 PM,3722,Gold Coast,55,North Melbourne,39,8.2
2018R106,2018,R1,24-Mar-2018,M.C.G.,7:25 PM,58051,Hawthorn,101,Collingwood,67,0.6
2018R107,2018,R1,25-Mar-2018,Manuka Oval,1:10 PM,10454,Greater Western Sydney,133,Western Bulldogs,51,
2018R108,2018,R1,25-Mar-2018,M.C.G.,3:20 PM,54112,Melbourne,94,Geelong,97,15.0
2018R109,2018,R1,25-Mar-2018,Perth Stadium,4:20 PM,53553,West Coast,86,Sydney,115,0.0
2018R201,2018,R2,29-Mar-2018,Adelaide Oval,7:20 PM,49743,Adelaide,118,Richmond,82,0.0
2018R202,2018,R2,30-Mar-2018,Docklands,4:20 PM,33966,North Melbourne,95,St Kilda,43,0.0
2018R203,2018,R2,31-Mar-2018,Docklands,1:45 PM,28025,Carlton,67,Gold Coast,101,0.0
2018R204,2018,R2,31-Mar-2018,M.C.G.,4:35 PM,30941,Collingwood,79,Greater Western Sydney,95,0.0
2018R205,2018,R2,31-Mar-2018,Gabba,6:25 PM,17141,Brisbane Lions,74,Melbourne,100,0.4
2018R206,2018,R2,31-Mar-2018,Perth Stadium,5:10 PM,49021,Fremantle,106,Essendon,90,0.0
2018R207,2018,R2,01-Apr-2018,Docklands,3:20 PM,22868,Western Bulldogs,70,West Coast,121,0.0
2018R208,2018,R2,01-Apr-2018,S.C.G.,4:40 PM,34636,Sydney,71,Port Adelaide,94,0.0
2018R209,2018,R2,02-Apr-2018,M.C.G.,3:20 PM,73189,Geelong,117,Hawthorn,118,0.0
2018R301,2018,R3,06-Apr-2018,M.C.G.,7:50 PM,68548,Carlton,76,Collingwood,100,0.0
2018R302,2018,R3,07-Apr-2018,Adelaide Oval,1:15 PM,36363,Port Adelaide,97,Brisbane Lions,92,0.0
2018R303,2018,R3,07-Apr-2018,M.C.G.,2:10 PM,35518,Melbourne,123,North Melbourne,86,0.0
2018R304,2018,R3,07-Apr-2018,Perth Stadium,2:35 PM,33388,Gold Coast,68,Fremantle,96,0.0
2018R305,2018,R3,07-Apr-2018,Docklands,7:25 PM,19324,St Kilda,55,Adelaide,104,0.0
2018R306,2018,R3,07-Apr-2018,S.C.G.,7:25 PM,34711,Sydney,103,Greater Western Sydney,87,0.0
2018R307,2018,R3,08-Apr-2018,M.C.G.,1:10 PM,70701,Richmond,102,Hawthorn,89,0.0
2018R308,2018,R3,08-Apr-2018,Docklands,3:20 PM,40499,Western Bulldogs,104,Essendon,83,0.0
2018R309,2018,R3,08-Apr-2018,Perth Stadium,2:40 PM,54535,West Coast,95,Geelong,80,0.0
2018R401,2018,R4,13-Apr-2018,Adelaide Oval,7:20 PM,45495,Adelaide,58,Collingwood,106,0.0
2018R402,2018,R4,14-Apr-2018,Manuka Oval,1:45 PM,11356,Greater Western Sydney,82,Fremantle,51,
2018R403,2018,R4,14-Apr-2018,M.C.G.,2:10 PM,32870,Richmond,110,Brisbane Lions,17,1.4
2018R404,2018,R4,14-Apr-2018,Docklands,4:35 PM,28058,Western Bulldogs,79,Sydney,86,1.4
2018R405,2018,R4,14-Apr-2018,Bellerive Oval,7:25 PM,14266,North Melbourne,116,Carlton,30,0.6
2018R406,2018,R4,14-Apr-2018,Perth Stadium,6:10 PM,51774,West Coast,139,Gold Coast,59,0.0
2018R407,2018,R4,15-Apr-2018,Docklands,1:10 PM,30900,Essendon,106,Port Adelaide,84,15.0
2018R408,2018,R4,15-Apr-2018,M.C.G.,3:20 PM,41973,Hawthorn,115,Melbourne,48,15.0
2018R409,2018,R4,15-Apr-2018,Kardinia Park,4:40 PM,27338,Geelong,103,St Kilda,56,7.2
2018R501,2018,R5,20-Apr-2018,S.C.G.,7:50 PM,38017,Sydney,75,Adelaide,85,0.0
2018R502,2018,R5,21-Apr-2018,Docklands,1:45 PM,14956,St Kilda,73,Greater Western Sydney,73,0.0
2018R503,2018,R5,21-Apr-2018,M.C.G.,4:35 PM,27900,Carlton,69,West Coast,79,0.0
2018R504,2018,R5,21-Apr-2018,Adelaide Oval,7:10 PM,45372,Port Adelaide,50,Geelong,84,1.4
2018R505,2018,R5,21-Apr-2018,Perth Stadium,6:15 PM,43056,Fremantle,108,Western Bulldogs,54,0.0
2018R506,2018,R5,22-Apr-2018,Docklands,3:20 PM,27981,North Melbourne,98,Hawthorn,70,0.0
2018R507,2018,R5,22-Apr-2018,Gabba,4:45 PM,16087,Brisbane Lions,71,Gold Coast,76,0.2
2018R508,2018,R5,24-Apr-2018,M.C.G.,7:25 PM,77071,Melbourne,56,Richmond,102,0.0
2018R509,2018,R5,25-Apr-2018,M.C.G.,3:20 PM,91440,Collingwood,101,Essendon,52,0.0
2018R601,2018,R6,27-Apr-2018,Docklands,7:50 PM,33915,Western Bulldogs,80,Carlton,59,0.0
2018R602,2018,R6,28-Apr-2018,Kardinia Park,1:45 PM,31036,Geelong,69,Sydney,86,0.0
2018R603,2018,R6,28-Apr-2018,Docklands,2:10 PM,17617,North Melbourne,69,Port Adelaide,102,0.0
2018R604,2018,R6,28-Apr-2018,Sydney Showground,4:35 PM,10046,Greater Western Sydney,77,Brisbane Lions,43,6.0
2018R605,2018,R6,28-Apr-2018,York Park,7:25 PM,15741,Hawthorn,89,St Kilda,54,0.0
2018R606,2018,R6,28-Apr-2018,Adelaide Oval,7:10 PM,44835,Adelaide,110,Gold Coast,62,0.0
2018R607,2018,R6,29-Apr-2018,Docklands,1:10 PM,35964,Essendon,72,Melbourne,108,0.0
2018R608,2018,R6,29-Apr-2018,M.C.G.,3:20 PM,72157,Collingwood,70,Richmond,113,0.0
2018R609,2018,R6,29-Apr-2018,Perth Stadium,2:40 PM,56521,Fremantle,81,West Coast,89,0.0
2018R701,2018,R7,04-May-2018,Kardinia Park,7:50 PM,25079,Geelong,93,Greater Western Sydney,32,0.4
2018R702,2018,R7,05-May-2018,Eureka Stadium,1:45 PM,6833,Western Bulldogs,81,Gold Coast,72,3.0
2018R703,2018,R7,05-May-2018,M.C.G.,2:10 PM,53018,Essendon,67,Hawthorn,90,2.2
2018R704,2018,R7,05-May-2018,Perth Stadium,2:35 PM,50516,West Coast,102,Port Adelaide,60,0.0
2018R705,2018,R7,05-May-2018,S.C.G.,7:25 PM,29124,Sydney,66,North Melbourne,68,0.0
2018R706,2018,R7,05-May-2018,Adelaide Oval,7:10 PM,47422,Adelaide,125,Carlton,70,0.2
2018R707,2018,R7,06-May-2018,M.C.G.,1:10 PM,43240,Richmond,110,Fremantle,33,0.0
2018R708,2018,R7,06-May-2018,Docklands,3:20 PM,25496,St Kilda,67,Melbourne,106,0.0
2018R709,2018,R7,06-May-2018,Gabba,4:40 PM,21850,Brisbane Lions,114,Collingwood,121,0.0
2018R801,2018,R8,11-May-2018,M.C.G.,7:50 PM,32784,Hawthorn,71,Sydney,79,19.6
2018R802,2018,R8,12-May-2018,Sydney Showground,1:45 PM,9253,Greater Western Sydney,61,West Coast,86,2.0
2018R803,2018,R8,12-May-2018,M.C.G.,2:10 PM,44669,Carlton,91,Essendon,78,8.4
2018R804,2018,R8,12-May-2018,Gabba,4:35 PM,6060,Gold Coast,77,Melbourne,146,0.0
2018R805,2018,R8,12-May-2018,Adelaide Oval,4:40 PM,50967,Port Adelaide,95,Adelaide,90,0.0
2018R806,2018,R8,12-May-2018,Docklands,7:25 PM,20865,Western Bulldogs,107,Brisbane Lions,93,8.4
2018R807,2018,R8,12-May-2018,Perth Stadium,6:10 PM,41752,Fremantle,89,St Kilda,59,0.0
2018R808,2018,R8,13-May-2018,Docklands,1:10 PM,29153,North Melbourne,72,Richmond,82,3.7
2018R809,2018,R8,13-May-2018,M.C.G.,3:20 PM,44602,Collingwood,45,Geelong,66,3.7
2018R901,2018,R9,18-May-2018,Adelaide Oval,7:20 PM,39407,Adelaide,63,Western Bulldogs,26,4.6
2018R902,2018,R9,19-May-2018,Bellerive Oval,1:45 PM,7194,North Melbourne,112,Greater Western Sydney,69,0.0
2018R903,2018,R9,19-May-2018,Jiangwan Stadium,1:15 PM,10689,Gold Coast,42,Port Adelaide,82,
2018R904,2018,R9,19-May-2018,M.C.G.,4:35 PM,50228,Essendon,84,Geelong,50,3.6
2018R905,2018,R9,19-May-2018,Docklands,7:25 PM,33994,St Kilda,72,Collingwood,100,3.6
2018R906,2018,R9,19-May-2018,S.C.G.,7:25 PM,27481,Sydney,111,Fremantle,52,0.0
2018R907,2018,R9,20-May-2018,M.C.G.,1:10 PM,44142,Carlton,50,Melbourne,159,0.2
2018R908,2018,R9,20-May-2018,Gabba,3:20 PM,20628,Brisbane Lions,129,Hawthorn,73,0.0
2018R909,2018,R9,20-May-2018,Perth Stadium,2:40 PM,57616,West Coast,130,Richmond,83,0.0
2018R1001,2018,R10,25-May-2018,Docklands,7:50 PM,37985,Collingwood,90,Western Bulldogs,55,0.0
2018R1002,2018,R10,26-May-2018,M.C.G.,1:45 PM,48850,Richmond,105,St Kilda,77,0.0
2018R1003,2018,R10,26-May-2018,Gabba,4:35 PM,18702,Brisbane Lions,49,Sydney,67,0.0
2018R1004,2018,R10,26-May-2018,Kardinia Park,7:25 PM,31090,Geelong,73,Carlton,45,0.0
2018R1005,2018,R10,26-May-2018,Sydney Showground,7:25 PM,10789,Greater Western Sydney,60,Essendon,95,0.0
2018R1006,2018,R10,27-May-2018,Docklands,1:10 PM,28077,Hawthorn,60,West Coast,75,0.0
2018R1007,2018,R10,27-May-2018,Traeger Park,2:50 PM,6989,Melbourne,146,Adelaide,55,0.0
2018R1008,2018,R10,27-May-2018,Perth Stadium,2:40 PM,37575,Fremantle,58,North Melbourne,86,4.2
2018R1101,2018,R11,01-Jun-2018,S.C.G.,7:50 PM,27351,Sydney,91,Carlton,61,0.8
2018R1102,2018,R11,02-Jun-2018,Docklands,1:45 PM,28485,Western Bulldogs,51,Melbourne,100,0.0
2018R1103,2018,R11,02-Jun-2018,York Park,2:10 PM,13007,Hawthorn,64,Port Adelaide,61,0.0
2018R1104,2018,R11,02-Jun-2018,Carrara,4:35 PM,17490,Gold Coast,36,Geelong,121,0.0
2018R1105,2018,R11,02-Jun-2018,M.C.G.,7:25 PM,81046,Essendon,43,Richmond,114,0.0
2018R1106,2018,R11,02-Jun-2018,Perth Stadium,6:10 PM,54188,West Coast,101,St Kilda,88,0.0
2018R1107,2018,R11,03-Jun-2018,Docklands,1:10 PM,22133,North Melbourne,141,Brisbane Lions,87,0.0
2018R1108,2018,R11,03-Jun-2018,M.C.G.,3:20 PM,34542,Collingwood,138,Fremantle,77,0.0
2018R1109,2018,R11,03-Jun-2018,Adelaide Oval,4:10 PM,44120,Adelaide,81,Greater Western Sydney,97,0.0
2018R1201,2018,R12,08-Jun-2018,Adelaide Oval,7:20 PM,39936,Port Adelaide,72,Richmond,58,3.0
2018R1202,2018,R12,09-Jun-2018,Kardinia Park,1:45 PM,31265,Geelong,96,North Melbourne,59,0.0
2018R1203,2018,R12,09-Jun-2018,Sydney Showground,4:35 PM,7131,Greater Western Sydney,134,Gold Coast,26,9.0
2018R1204,2018,R12,09-Jun-2018,Docklands,7:25 PM,27569,St Kilda,55,Sydney,126,4.0
2018R1205,2018,R12,10-Jun-2018,Gabba,1:10 PM,20476,Brisbane Lions,62,Essendon,84,0.8
2018R1206,2018,R12,10-Jun-2018,Perth Stadium,2:40 PM,33421,Fremantle,71,Adelaide,68,21.8
2018R1207,2018,R12,11-Jun-2018,M.C.G.,3:20 PM,83518,Melbourne,91,Collingwood,133,0.0
2018R1301,2018,R13,14-Jun-2018,Adelaide Oval,7:20 PM,26137,Port Adelaide,132,Western Bulldogs,75,2.4
2018R1302,2018,R13,15-Jun-2018,S.C.G.,7:50 PM,36402,Sydney,72,West Coast,57,0.0
2018R1303,2018,R13,16-Jun-2018,Docklands,1:45 PM,21430,Carlton,46,Fremantle,103,2.2
2018R1304,2018,R13,16-Jun-2018,Carrara,4:35 PM,10181,Gold Coast,78,St Kilda,80,0.0
2018R1305,2018,R13,16-Jun-2018,M.C.G.,7:25 PM,26693,Hawthorn,88,Adelaide,32,2.2
2018R1306,2018,R13,17-Jun-2018,M.C.G.,3:20 PM,46423,Geelong,65,Richmond,83,18.8
2018R1401,2018,R14,21-Jun-2018,Perth Stadium,6:10 PM,51409,West Coast,52,Essendon,80,0.0
2018R1402,2018,R14,22-Jun-2018,Adelaide Oval,7:20 PM,40751,Port Adelaide,75,Melbourne,65,0.0
2018R1403,2018,R14,23-Jun-2018,York Park,1:45 PM,9007,Hawthorn,96,Gold Coast,43,0.2
2018R1404,2018,R14,23-Jun-2018,Gabba,4:35 PM,11267,Brisbane Lions,82,Greater Western Sydney,109,0.0
2018R1405,2018,R14,23-Jun-2018,Docklands,7:25 PM,26301,Western Bulldogs,75,North Melbourne,77,0.0
2018R1406,2018,R14,24-Jun-2018,M.C.G.,3:20 PM,53706,Collingwood,79,Carlton,59,0.0
2018R1501,2018,R15,28-Jun-2018,Docklands,7:20 PM,43519,Richmond,93,Sydney,67,0.0
2018R1502,2018,R15,29-Jun-2018,Docklands,7:50 PM,29499,Western Bulldogs,103,Geelong,101,0.0
2018R1503,2018,R15,30-Jun-2018,M.C.G.,1:45 PM,26562,Carlton,69,Port Adelaide,90,1.2
2018R1504,2018,R15,30-Jun-2018,Adelaide Oval,4:05 PM,44771,Adelaide,88,West Coast,78,4.0
2018R1505,2018,R15,30-Jun-2018,Carrara,7:25 PM,13637,Gold Coast,60,Collingwood,99,0.2
2018R1506,2018,R15,30-Jun-2018,Sydney Showground,7:25 PM,10866,Greater Western Sydney,95,Hawthorn,84,0.0
2018R1507,2018,R15,01-Jul-2018,M.C.G.,1:10 PM,38910,Melbourne,117,St Kilda,119,0.6
2018R1508,2018,R15,01-Jul-2018,Docklands,3:20 PM,45580,Essendon,125,North Melbourne,108,0.6
2018R1509,2018,R15,01-Jul-2018,Perth Stadium,2:40 PM,41674,Fremantle,64,Brisbane Lions,119,0.0
2018R1601,2018,R16,05-Jul-2018,S.C.G.,7:20 PM,34363,Sydney,59,Geelong,71,0.2
2018R1602,2018,R16,06-Jul-2018,M.C.G.,7:50 PM,54934,Richmond,103,Adelaide,56,0.0
2018R1603,2018,R16,07-Jul-2018,Gabba,1:45 PM,21074,Brisbane Lions,120,Carlton,55,2.6
2018R1604,2018,R16,07-Jul-2018,Adelaide Oval,4:05 PM,36253,Port Adelaide,86,St Kilda,50,9.0
2018R1605,2018,R16,07-Jul-2018,Docklands,7:25 PM,35320,Western Bulldogs,59,Hawthorn,122,0.0
2018R1606,2018,R16,07-Jul-2018,Marrara Oval,7:10 PM,8689,Melbourne,102,Fremantle,48,0.0
2018R1607,2018,R16,08-Jul-2018,Docklands,1:10 PM,14389,North Melbourne,95,Gold Coast,58,0.0
2018R1608,2018,R16,08-Jul-2018,M.C.G.,3:20 PM,69868,Essendon,62,Collingwood,78,0.0
2018R1609,2018,R16,08-Jul-2018,Perth Stadium,2:40 PM,52105,West Coast,86,Greater Western Sydney,75,0.0
2018R1701,2018,R17,12-Jul-2018,Adelaide Oval,7:20 PM,46095,Adelaide,112,Geelong,97,1.8
2018R1702,2018,R17,13-Jul-2018,Docklands,7:50 PM,33780,St Kilda,116,Carlton,52,0.0
2018R1703,2018,R17,14-Jul-2018,York Park,1:45 PM,12557,Hawthorn,65,Brisbane Lions,98,0.0
2018R1704,2018,R17,14-Jul-2018,M.C.G.,4:35 PM,31053,Melbourne,119,Western Bulldogs,69,0.0
2018R1705,2018,R17,14-Jul-2018,Carrara,7:25 PM,13061,Gold Coast,51,Essendon,95,0.0
2018R1706,2018,R17,14-Jul-2018,Sydney Showground,7:25 PM,14456,Greater Western Sydney,79,Richmond,77,0.0
2018R1707,2018,R17,15-Jul-2018,M.C.G.,1:10 PM,53439,Collingwood,67,West Coast,102,0.0
2018R1708,2018,R17,15-Jul-2018,Docklands,3:20 PM,25633,North Melbourne,98,Sydney,104,0.0
2018R1709,2018,R17,15-Jul-2018,Perth Stadium,2:40 PM,33190,Fremantle,59,Port Adelaide,50,23.4
2018R1801,2018,R18,20-Jul-2018,Docklands,7:50 PM,36269,St Kilda,57,Richmond,111,5.4
