"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"1x STEPS","Bike","Hard evening trainer session, follows on from last Thursday. That last minute should be brutal/ impossible.","0.683333333333333","","2022-07-12","","15145.6298828125","","",""," *12/07/2022 Matthew Roberts: not that brutal - I think I am best at these ramp-up efforts.  It is the burst efforts that really hurt.* *14/07/2022 Justin Morris: That makes sense, glad you could hit these. You are a diesel :-).*","0.684722244739532","6.14400005340576","","88","","132","186","","","0.723339034310607","39.31","9","8","9","4","5","1","6","","","","","","","","","","","","","","8","1"
"Mid week endurance- Z2 focus","Bike","Same as last week, only if you can accomplish without compromising sleep. If on trainer, 90min will suffice. Only goal today is Z2- this is where supposedly your body is using predminantly fat as fuel, for you this should be in the 120-140bpm range.","2","","2022-07-13","","29178.76953125","","",""," *13/07/2022 Matthew Roberts: So cold, but I got some time in.* *14/07/2022 Justin Morris: Good man, cold as with heat burns more kcals so is actually very efficient to get out amongst it.*","1.30055558681488","6.23199987411499","","85","","120","162","","","0.601665073782743","52.5","15","12","49","1","1","0","0","","","","","","","","","","","","","","2","5"
"15min BALL tearers","Bike","Bit of a race pace effort to see how you holding up. Use RPE be more conducive if on trainer. 15min is race pace. Empty the tank.","0.666666666666667","","2022-07-14","","14031.0703125","","",""," *14/07/2022 Matthew Roberts: No lactic in legs but that was the most I could do* *14/07/2022 Matthew Roberts: A strange kind of feeling where there was no pain but no more either* *14/07/2022 Justin Morris: So felt like there was more leg strength but the lung capacity clapped out? Glad you got this in.* *15/07/2022 Matthew Roberts: Yeah, I would say so. Like my lungs/hearts was saying no instead of my legs*","0.66777777671814","5.83699989318848","","83","","121","173","","","0.669586542376789","32.83","20","2","3","6","8","1","0","","","","","","","","","","","","","","9","5"
"Reco","Day Off","Ok to have 2 days off rather than another active reco day this week. All the trainer miles will be getting pretty mundane I imagine.","","","2022-07-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance- Z2 focus IF NO RACE","Bike","Aim for 120-150min trainer at that same 120-140HR Z2 pace. Imagine the race tomorrow is not likely to go ahead.","2.5","","2022-07-16","","36692.37890625","","",""," *16/07/2022 Matthew Roberts: Couldn’t get to Canberra :(. On the plus side I got a good chance to get used to the oiz and doing a freezing ettalong loop tomorrow.* *18/07/2022 Justin Morris: Good tap man.*","2.83777785301208","3.59200000762939","","75","","110","167","","","0.627151494588477","126.91","45","26","55","34","10","1","0","","","","","","","","","","","","","","",""
"Endurance- Z2 focus IF NO RACE","Bike","Aim for 120-150min trainer at that same 120-140HR Z2 pace. If race is canned and/or no mtb.","5","","2022-07-17","","112536.421875","","",""," *18/07/2022 Matthew Roberts: good, then not good at all.  The ride was at a good pace but they were hanging at the cafe way too long.  Comfined with the ferry ried, I'd been out for 8 hours by the time I got to berowra - with no real food the whole time since I was following a 60g carbs/hour routine. I think that would have worked if it had been 5 hours straight, but I hit the wall at PITS.  Until brooklyn though I was riding very well.  Strong and fast and easy up from gosford and the same up mooney mooney creek.  Also got something in my eye.  Pulled the pin, ended up at Hornsby hospital having my eye flushed out at 3am.* *18/07/2022 Justin Morris: Crikey, yeah that was always annoying thing about that ride sitting around on Ferry for so long, then if they add on extra faffing about at coffee shops makes it too much stop/start to be any realistic kind of training ride. Generally the coffee stops should always be at the END of the ride. In the middle ruins the rhythm and I imagine does not help with the brownie points when you get home. Crikey, what a day (and night).*","5.11027765274048","6.11700010299683","","82","","135","179","","","0.677455219845506","270.63","36","34","97","60","49","21","9","","","","","","","","","","","","","","4","9"
"Reco","Day Off","","","","2022-07-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Active recovery- outside","MTB","Easy spin, MTB if you do have one by now, roadie obviously if not. Easy gears, high cadence, low effort.","1","","2022-07-19","","23723.9609375","","",""," *19/07/2022 Matthew Roberts: feeling good* *19/07/2022 Matthew Roberts: oh, and the rain has settled in again*","1.65416669845581","3.98399996757507","","75","","120","174","","","0.635404257367999","74.92","30","16","28","13","6","6","0","","","","","","","","","","","","","","2",""
"Active recovery- outside","MTB","Same as yesterday but a bit longer. Hopefully not raining again. Commute if uni is back again.","1.5","","2022-07-20","","21567.169921875","","",""," *21/07/2022 Justin Morris: Hello rain and trainer :-(*","1.00777781009674","5.94500017166138","","83","","116","139","","","0.592794187957967","39.24","16","10","34","0","0","0","0","","","","","","","","","","","","","","",""
"RaceSpeed","Bike","Great especially if the race is on this weekend. Will be more leg focussed than cardio focussed so different style effort to last week. Be good on the trainer. Shorter efforts so just focus on that RPE.","0.856666666666667","","2022-07-21","","17056.869140625","","",""," *21/07/2022 Matthew Roberts: Jelly legs* *21/07/2022 Justin Morris: Nice work mate with those numbers, pretty spot on! These efforts likely your achilles heel at present so pretty encouraged by this.*","0.858055531978607","5.52199983596802","","78","","128","174","","","0.680362636385053","43.83","19","5","8","7","10","3","0","","","","","","","","","","","","","","10","5"
"Easy spin","Bike","Cardio/ Z2 focus. Could be commute. If on trainer just 1hr 10min at that Z2 HR pace. 120-150bpm","2","","2022-07-22","","25498.439453125","","","","","1.17305552959442","6.03800010681152","","87","","119","138","","","0.598932660540401","46.8","16","10","45","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-07-23","","7076.259765625","","","","","0.375555545091629","5.23400020599365","","81","","102","128","","","0.593015433743866","14.28","18","3","1","0","0","0","0","","","","","","","","","","","","","","",""
"1min+10s sharpeners","MTB","Longer day before the race but a good opener. RPE so go with the feels today especially for the 10s.","1.51388888888889","","2022-07-23","","14093.419921875","","","","","0.848333358764648","4.61499977111816","","80","","105","157","","","0.613302388004509","35.2","42","1","3","3","2","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-07-24","","1026.85998535156","","","","","0.277222216129303","1.02900004386902","","72","","98","147","","","0.616264081924132","11.29","8","2","4","1","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-07-24","","20779.33984375","","",""," *24/07/2022 Matthew Roberts: That was great!  Lapped a few c graders. Did not get lapped by any a graders. Had someone in sight to chase the whole time. Didn’t finish last. Had control of my effort the whole way. New bike seems fine. I’ll be cleaning for weeks though. That was a lot of mud.* *25/07/2022 Justin Morris: Awesome work mate. Stoked to hear, it's coming together now we have some race days! That bike will be making a difference too. Glad they were able to race, look filthy though!*","1.54277777671814","3.7409999370575","","84","","165","185","","","0.884585698973337","135.19","0","0","1","8","26","34","24","","","","","","","","","","","","","","7","3"
"Reco","Day Off","","","","2022-07-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Active recovery- outside","MTB","Easy spin.","1","","2022-07-26","","13081.650390625","","","","","0.873611092567444","4.15999984741211","","77","","112","174","","","0.597108319027183","34.39","22","12","16","2","0","0","0","","","","","","","","","","","","","","",""
"50-10's","MTB","4min of hard work then 5min of hard work that 10s should be out of saddle. Good fire up efforts, sharpen recovery. Make the cool down real easy! Want to recover well from all these sessions this week.","1.4","","2022-07-27","","28089.69921875","","","","","1.72416663169861","4.52500009536743","","79","","114","182","","","0.620484091323308","74.54","52","22","20","3","3","4","1","","","","","","","","","","","","","","",""
"40-20's speed!!! w/ reco","Bike","More of these bad boys. Outside preferable. If you do go on the trainer cut the warm up/ cool down in half. The HR numbers are a guide, the 40s is full gas then the 20s easy.","1.3","","2022-07-28","","","","",""," *28/07/2022 Matthew Roberts: Sick 😷* *28/07/2022 Justin Morris: Argh, sorry to hear man. keep me posted when you start feeling better and will make a progressive recovery plan.*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Longer general endurance","Bike","Friday be good for this this week as heading into reco week next week. 2-2.5hrs. Road bike suffice, firm pace6-7/10 most of ride. 135-145HR be good.","2","","2022-07-29","","","","",""," *30/07/2022 Matthew Roberts: Sicker*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reco if still sick!","Day Off","","","","2022-07-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Morning ride w/ 3x 6s","MTB","Easy spin morn before I imagine drive West this arvo/ evening. Or maybe driving out morning of, I have done that before, early start! 3times out of saddle full gas for just 6 seconds.","1","","2022-07-30","","","","",""," *30/07/2022 Matthew Roberts: Sicker again*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Warm up tips","MTB","Ideally on the course, but otherwise just rolling on the road. Bit shorter warm up given the longer race today. Within the 10min ride: Predominantly easy gear (90+RPM). Work in 1x 30s efforts 9/10RPE, then 1x 15s sprints 10/10RPE then just 2x 6s sprints 10/10RPE. That will be enough to get anaerobic system firing pre race. Only if you have time for this. Not crucial but will help.","0.166666666666667","","2022-07-31","Try to finish warm ups within 10-15min of start time.","","","",""," *31/07/2022 Matthew Roberts: still sick*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reco Week","Day Off","Good to have the reco week on a non race week with the 2 consecutive race weekends coming up too.","","","2022-08-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Light commute","Bike","Keep it easy","1","","2022-08-02","","13778.0703125","","","","","1.00416672229767","3.81100010871887","","76","","120","171","","","0.629400920503937","44.07","14","13","23","5","3","2","0","","","","","","","","","","","","","","",""
"Easy/ FUN ride","Bike","Road or MTB, ONLY goal is to have fun. Smile on dial so go somewhere cool. Minimum 2hrs if you have more time and more riding will make you happier. Go for it.","2","","2022-08-03","","25520.8203125","","","","","1.94888889789581","3.63800001144409","","76","","122","161","","","0.613355409498507","82.59","31","19","44","18","4","0","0","","","","","","","","","","","","","","1","1"
"Reco","Day Off","OR 1HR EASY","","","2022-08-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Commute in","MTB","","0.666666666666667","","2022-08-05","","13082.009765625","","","","","0.923055529594421","3.93700003623962","","77","","109","149","","","0.591491112390071","35.7","31","7","15","2","0","0","0","","","","","","","","","","","","","","",""
"Commute home","MTB","","0.75","","2022-08-05","","6604.5400390625","","","","","0.398888885974884","4.59899997711182","","81","","93","146","","","0.612608954301831","16.21","3","9","10","2","0","0","0","","","","","","","","","","","","","","",""
"Afternoon spin","MTB","MTB singletrack, maybe OMV.","1.5","","2022-08-06","","24522.220703125","","",""," *06/08/2022 Matthew Roberts: Stitch!  Slow recovery from this flu* *08/08/2022 Justin Morris: Good to hear you are on the mend mate and able to start getting out there. Perfect pace for a comeback ride today.*","1.89999997615814","3.58500003814697","","75","","138","180","","","0.714779842485612","109.28","17","9","31","18","17","15","6","","","","","","","","","","","","","","6","9"
"General Endurance MTB","MTB","3hrs MTB today would be awesome. If can find a group that would be ideal. Otherwise I would suggest a loop incorporating cascades st ives and back via Tomac climb/ Lane Cove NP. Good chill climbing route that ensures the effort gets put down.","3","","2022-08-07","","28245.740234375","","",""," *07/08/2022 Matthew Roberts: Feeling way better* *08/08/2022 Justin Morris: Nice. Ready to rip in this week!*","2.3388888835907","3.35500001907349","","73","","114","158","","","0.596491545985037","94.17","58","30","41","11","1","0","0","","","","","","","","","","","","","","2","1"
"Reco","Day Off","","","","2022-08-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40-20's speed!!! w/ reco","Bike","More of these bad boys. Outside preferable. If you do go on the trainer cut the warm up/ cool down in half. The HR numbers are a guide, the 40s is full gas then the 20s easy.","1.3","","2022-08-09","","22353.009765625","","",""," *09/08/2022 Matthew Roberts: That is tough* *10/08/2022 Justin Morris: Nice work mate!!! These are awesome to fire ya up.*","1.08444440364838","5.72599983215332","","81","","129","174","","","0.695837394754786","58.28","24","5","4","12","15","5","0","","","","","","","","","","","","","","9","5"
"General Endurance","Bike","Just riding, suggest 2x Berowra Waters climb on road bike. Giving you 2 solid 15min efforts.","3","","2022-08-10","","59648.109375","","","","","2.78972220420837","5.93900012969971","","84","","133","170","","","0.666963340957805","141.05","25","20","53","31","30","8","0","","","","","","","","","","","","","","5","5"
"50-10's","MTB","4min of hard work then 5min of hard work that 10s should be out of saddle. Good fire up efforts, sharpen recovery.","1.4","","2022-08-11","","30181.75","","","","","1.4466667175293","5.79500007629395","","83","","130","178","","","0.667685547606017","72.11","19","12","25","14","5","9","2","","","","","","","","","","","","","","",""
"Commute in","MTB","NO efforts, just riding","0.666666666666667","","2022-08-12","","1246.76000976563","","","","","0.074444442987442","4.65199995040894","","57","","114","151","","","0.639106774709914","3.16","2","1","0","1","0","0","0","","","","","","","","","","","","","","",""
"Commute home","MTB","","0.75","","2022-08-12","","30018.279296875","","","","","1.45722222328186","5.72200012207031","","82","","118","154","","","0.60435417267893","59.52","26","20","32","9","1","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-08-12","","1458.75","","","","","2.02194452285767","0.200000002980232","","54","","70","94","","","0.516006019539954","60.7","121","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Westleigh SE","Bike","Easy riding around westleigh for 30min, THEN down to the loop end of quarter sessions. 3 laps from bottom top top where the park there is. AIM: complete whole climb SEATED, slow RPM, leading with the heel Strength Endurance!","1.5","","2022-08-13","","33708","","","","","1.60333335399628","5.84000015258789","","78","","122","168","","","0.623599733631383","69.89","24","22","33","11","6","1","0","","","","","","","","","","","","","","5","5"
"GFB peats ridge","Bike","Bigger one this week after a few easier days this week. Just duration.","4","","2022-08-14","","128596.9296875","","","","","5.54833316802979","6.43800020217896","","84","","137","181","","","0.677204367422144","294.21","27","31","107","79","69","18","3","","","","","","","","","","","","","","",""
"1x STEPS trainer","Bike","That top step should be REALLY hard, dig in!","0.675","","2022-08-15","","13725.8603515625","","",""," *15/08/2022 Matthew Roberts: the day after a long day?  for real?  got it done though :)* *15/08/2022 Justin Morris: Good man!! Yep, thats when you train the body to perform when its cooked. Halfway through a race the body is never fresh so it needs to learn to hammer when it is hammered. Not too often though as can cook ya! Good job!*","0.676111102104187","5.63899993896484","","84","","133","184","","","0.727937898968479","39.3","12","7","3","5","6","5","4","","","","","","","","","","","","","","10","7"
"Brooklyn Dash","Bike","","1.5","","2022-08-16","","23452.98046875","","",""," *16/08/2022 Matthew Roberts: If I’m so fatigued mr training peaks, why do I feel so strong?  Will be needed at home tonight so I substituted omv laps. First lap was super fast then took it easy and it was really easy. What gives?  I want this feeling all the time!* *19/08/2022 Justin Morris: Good to hear mate!! Ok to substitute those OMV laps. Your fatigue is up there at -27TSB but not completely out of the ball park. You are getting stronger I am sure and you are able to handle a lot more effort that level. The training peaks fatigue score is also a little confounded without the power number to go into their algorithm, so don't put too much credence on what you see on the TP numbers.*","1.73749995231628","3.74900007247925","","75","","128","173","","","0.646472791419137","81.56","17","21","37","14","8","7","0","","","","","","","","","","","","","","4","1"
"General Endurance","Bike","Just riding, suggest 2 gorges or maybe mt white + bobbo on road bike. Giving you 2 solid 10-15min efforts.","2","","2022-08-17","","24536.830078125","","",""," *17/08/2022 Matthew Roberts: Off road version*","1.61888885498047","4.21000003814697","","74","","133","176","","","0.674173942503134","82.5","12","13","38","13","10","9","2","","","","","","","","","","","","","","2","1"
"Reco","Day Off","","","","2022-08-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Commute home","MTB","","0.75","","2022-08-19","","13563.3798828125","","","","","0.856666684150696","4.39799976348877","","76","","107","147","","","0.587630429034174","32.64","29","8","12","2","0","0","0","","","","","","","","","","","","","","",""
"Commute in","MTB","NO efforts, just riding","0.666666666666667","","2022-08-19","","8977.5498046875","","","","","0.669722199440002","3.72399997711182","","78","","131","162","","","0.650492922577218","31.08","4","4","18","9","4","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-08-19","","1132.2900390625","","","","","0.094722218811512","3.32100009918213","","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Morning ride w/ 3x 6s","MTB","Easy spin morning but with 3 important drills. 3times out of saddle full gas for just 6 seconds from a standing start.","1.5","","2022-08-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","Other","","","","2022-08-20","","26972.220703125","","","","","1.36444444444444","5.49108727669483","","75","","89","151","","","0.510891993156963","70","101","16","14","1","0","0","0","","","","","","","","","","","","","","3","5"
"race day","Bike","","1.5","","2022-08-21","","23252.189453125","","",""," *23/08/2022 Justin Morris: What an effort! Apart from the wrist :-(.*","1.6777777671814","3.84999990463257","","82","","164","186","","","0.870117256697444","142.55","0","0","0","9","35","38","18","","","","","","","","","","","","","","10","1"
"Warm up tips","MTB","Ideally on the course, but otherwise just rolling on the road. Bit shorter warm up given the longer race today. Within the 10min ride: Predominantly easy gear (90+RPM). Work in 1x 30s efforts 9/10RPE, then 1x 15s sprints 10/10RPE then just 2x 6s sprints 10/10RPE. That will be enough to get anaerobic system firing pre race. Only if you have time for this. Not crucial but will help.","0.166666666666667","","2022-08-21","Try to finish warm ups within 10-15min of start time.","4379.64013671875","","","","","0.589166641235352","2.06500005722046","","75","","115","139","","","0.598091025509188","23.04","13","8","15","0","0","0","0","","","","","","","","","","","","","","",""
"General Endurance","Bike","","4.5","","2022-08-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reco","Day Off","","","","2022-08-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Commute in","MTB","NO efforts, just riding","0.666666666666667","","2022-08-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Commute home","MTB","","0.75","","2022-08-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Step opener.","Bike","Good opportunity to try a different pre race day 'opener' technique. Longer efforts","1.28333333333333","","2022-08-27","","20305.060546875","","","","","1.15083336830139","4.90100002288818","","83","","119","178","","","0.643750046375356","53.02","32","14","11","3","6","2","1","","","","","","","","","","","","","","",""
"Warm up tips","MTB","Ideally on the course, but otherwise just rolling on the road. Bit shorter warm up given the longer race today. Within the 10min ride: Predominantly easy gear (90+RPM). Work in 1x 30s efforts 9/10RPE, then 1x 15s sprints 10/10RPE then just 2x 6s sprints 10/10RPE. That will be enough to get anaerobic system firing pre race. Only if you have time for this. Not crucial but will help.","0.166666666666667","","2022-08-28","Try to finish warm ups within 10-15min of start time.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2022-08-28","","22046.490234375","","","","","1.00888884067535","6.07000017166138","","88","","125","149","","","0.603986190162474","40.78","6","7","43","5","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2022-08-29","","21174.740234375","","","","","1.05111110210419","5.59600019454956","","80","","124","171","","","0.639586720365255","47.69","17","14","16","12","4","1","0","","","","","","","","","","","","","","",""
"Light spin","MTB","Trainer (easy). Same as yesterday.","0.666666666666667","","2022-08-30","","22050.599609375","","","","","1.01027774810791","6.06300020217896","","86","","121","156","","","0.618292124320604","42.8","20","10","21","9","1","0","0","","","","","","","","","","","","","","",""
"Easy ride WITH activation","Bike","An easy(ish) ride with just those 2 step ups which I want you to do to ensure that the legs are ready to go with a bit more structure in the following days. Should not be completely exhausting but also should not be a walk in the park.. Easy in warm up and cool down.","0.783333333333333","","2022-08-31","","17504.779296875","","","","","0.888611137866974","5.47200012207031","","82","","121","173","","","0.627203168694981","38.61","24","5","13","8","2","1","0","","","","","","","","","","","","","","",""
"2min, 90s, 60s, 30s","Bike","3 sets of descending duration/ but same effort. Hard but manageable for you, good one to ease back in after the injury before we start doing anything harder. The warm up/ cool down is just easy riding disregard the low HR number.","0.85","","2022-09-01","","17459.55078125","","","","","0.851944446563721","5.69299983978271","","82","","133","175","","","0.697044911232324","45.67","8","11","11","6","7","8","0","","","","","","","","","","","","","","8","7"
"Descending gear efforts","Bike","Turns into a strength endurance session: 10min easy warm up, increase cadence as the warm up progresses. THEN: Begin in easiest gear: 2min in that gear then 1 gear harder, 2min in that gear THEN 1 gear harder etc. etc. Do the full range in the little ring then the full range in the big ring, THEN cool down 5min. No specific structure, just gears and pedalling. Going to be a grind :-).","0.833333333333333","","2022-09-02","","19690.310546875","","","","","0.869722247123718","6.28900003433228","","85","","131","176","","","0.692193237734189","46","14","7","10","6","7","7","1","","","","","","","","","","","","","","9","5"
"Reco day","Day Off","","","","2022-09-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","Could be fri, sat or sun","","","2022-09-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy spin","Bike","","0.666666666666667","","2022-09-05","","15374.76953125","","","","","0.677500009536743","6.30399990081787","","86","","126","153","","","0.628150116727941","29.33","8","5","15","13","0","0","0","","","","","","","","","","","","","","",""
"Morning easy spin","Bike","Just record the power data but no need to stick to any efforts per se. Just easy spinning.","0.5","","2022-09-06","","7821.02001953125","","","","","0.505277752876282","4.30000019073486","","78","","103","120","","","0.602625977714268","19.98","25","6","0","0","0","0","0","","","","","","","","","","","","","","",""
"Afternoon primers","Bike","]RPE so go with the feels today especially for the 10s. Great session to blow out the cobwebs ahead of the big effort tomorrow.","0.558333333333333","","2022-09-06","","10859.8701171875","118","520","215.666","","0.529444456100464","5.69799995422363","","84","","113","171","","","0.5389401119672","15.12","19","6","2","1","2","1","0","","","","28","1","1","1","0","0","","","","","2","5"
"FTP test","Bike","Morning or evening whichever you feel more energetic in.The aim of this is to help ascertain some of the important values required from your power/HR data. This is called your 'functional threshold' test. It gives us a number that indicates how hard you can go for approximately an hour.","0.908333333333333","","2022-09-07","I would suggest a long, flat road with 0 traffic lights/ distractions. Pay attention to the 3 high leg speed warm up drills prior to the effort, these are important to get the mosyt out of this effort. The effort will 20mins FLAT OUT! Imagine you are doing a time trial, focus your attention, your energy, your thoughts on the effort. This will encourage you to look inside your feeling a little and help you appreicate how hard you can actually go and how much pain you can actually deal with!","21960.51953125","168","1769","528.971"," *07/09/2022 Matthew Roberts: those numbers seem kind of crap.  was hoping for better. second time time the snap and it was fine most of the time but started randomly increasing and decreasing resistance towards the end of the 20min block and in the cooldown  thats why the line gets wiggly.* *08/09/2022 Justin Morris: Good number to work with for now mate. Will do this again in the next month or so after some more training. Actually pretty good number considering no grip in 1 hand.*","0.921944439411163","6.61700010299683","","86","","140","182","","","0.601691067280896","33.15","8","12","10","3","3","5","14","","","","33","14","6","1","0","1","","","","","10","7"
"Reco day","Day Off","Can move this to any day.","","","2022-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2min, 90s, 60s, 30s- morning","Bike","3 sets of descending duration/ but same effort. Hard but manageable for you, good one o ease back in after the heel. The warm up/ cool down is just easy riding disregard the low W number.","0.85","","2022-09-10","","24976.2890625","145","275","439.917","","0.851666688919067","8.14599990844727","","90","","129","166","","","0.764941266525858","49.32","9","5","19","10","6","1","0","","","","37","14","0","0","0","0","","","","","4","3"
"4min on/off VO2- evening","Bike","Straightforward classic but very effective workout for the trainer. Similar to the 3min but bit harder, just into that anaerobic zone. This will help a lot for racing.","0.866666666666667","","2022-09-10","","21207.75","189","412","574.994","","0.867777764797211","6.78900003433228","","88","","139","170","","","0.907406146833202","70.72","1","8","18","6","12","7","0","","","","31","4","16","0","0","0","","","","","5","3"
"Reco","Day Off","","","","2022-09-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2022-09-12","","3319.42993164063","70","170","48.692","","0.191111117601395","4.82499980926514","","76","","90","100","","","0.315999108915062","1.83","11","0","0","0","0","0","0","","","","11","0","0","0","0","0","","","","","",""
"Easy spin","Bike","There is a cool app called 'Full Gaz' that you can hook your SNAP up to that is perfect for recovery rides on the trainer.","0.666666666666667","","2022-09-12","","8868.74024022836","126","364","204.551","","0.441944444444444","5.48808183182448","","81","","109","122","","","0.597626592507785","15.46","16","11","0","0","0","0","0","","","","24","2","0","0","0","0","","","","","",""
"Increasing cadence ramp!- morning","Bike","Cadence goals only on this one, before the power oriented one this evening.","0.75","","2022-09-13","","15068.669921875","154","499","408.411"," *12/09/2022 Matthew Roberts: That sucked. I don’t know if it’s trying to ride first thing or trying to generate power at low rpm’s but I did not like that one* *15/09/2022 Justin Morris: Good work mate! The trainer will be getting frustrating pretty soon if it is not already. Happy with the power you were able to put out here though. It is annoying at low RPM yes, but it is so good. One of those more pain more gain things.*","0.752777755260468","5.55999994277954","","75","","124","167","","","0.840513764922489","52.67","17","4","10","9","4","1","0","","","","28","11","5","1","0","0","","","","","5","9"
"6,3,2,1's!","Bike","Really good session, will be hard!! Bit of a springboard off the 3,4's you did last week.","0.933333333333333","","2022-09-13","","21674.349609375","42","399","572.309","","3.81638884544373","1.57799994945526","","87","","83","168","","","0.870790666834699","71.21","179","11","11","17","10","1","0","","","","207","12","8","0","2","0","","","","","",""
"3min efforts","Bike","Should be tailored to the numbers you put down yesterday. So a good building effort. This will be a HARD session, keep the cadence up particuarly in the warm down. Try to get a feed in within 30mins of finishing also.","0.666666666666667","","2022-09-14","Good trainer session","16018.2998046875","182","260","430.707","","0.668611109256744","6.65500020980835","","89","","128","156","","","0.842534590303174","46.83","9","1","14","14","2","0","0","","","","25","15","0","0","0","0","","","","","",""
"Reco day","Day Off","Can move this to any day.","","","2022-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength Endurance- 1 hand","Bike","This far easier on the trainer than outside. During those 6min efforts. Alternate hand on the bar and hand behind back. So 1 hand behind back and 1 hand on bar for 30s then swap hands for the whole 6min. This switches on the core aswell as the leg muscles.","0.75","","2022-09-16","The 6 min 8/10 sections I just want you seated in the drops pushing HARD gear as possible with cadence only 60rpm!","29.0499992370605","22","117","","","0.00305555551312864","2.64100003242493","","0","","91","100","","","0.612859231764169","0.11","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Home trainer 1 leg session! 2","Bike","This is designed to SMOOTH out your pedalling motion. It is very, very effective but also quite challenging! Set up a chair or something to prop your non working leg on next to the trainer. Have a look at what I have written below. The main priority in this is to be SMOOTH! No stress about heart rate or anything else. Smooth, like you are buttering toast with peanut butter and the bottom of your foot is the knife. If you can turn you Wahoo OFF and just use it as a regular trainer would be best as I don't want you to stress about numbers per se for this.. Just being SMOOTH.. Will be really good particuarly on a reco week like this week. The ON/OFF RPE on the workout builder are just to indicate when the 1 leg sessions are. NO power, NO HR really required..","0.666666666666667","","2022-09-16","Will give you 5x L leg and 5x R leg.","14944.150390625","161","319","432.706","","0.758888900279999","5.46999979019165","","74","","126","164","","","0.812532013954672","49.6","13","9","8","9","7","0","0","","","","29","13","4","0","0","0","","","","","",""
"Indoor Cycling","Bike","","","","2022-09-16","","10800.6201171875","135","401","277.942","","0.669444441795349","4.48199987411499","","79","","109","132","","","0.544031969375826","19.6","23","14","4","0","0","0","0","","","","40","1","0","0","0","0","","","","","",""
